rated,winner,increment_code,white_rating,black_rating,victory_status_draw,victory_status_mate,victory_status_outoftime,victory_status_resign,moves_num,opening_num,midMoves_num,pca1,pca2
1.0,white,0.044444444444444446,0.4462421711899791,0.4732532751091703,0.0,0.0,1.0,0.0,0.746031746031746,0.1111111111111111,0.7682926829268293,0.2761487366270584,-0.2735536346036254
1.0,white,0.08333333333333334,0.447286012526096,0.3826419213973799,0.0,1.0,0.0,0.0,0.15873015873015872,0.0,0.35365853658536583,0.8424647689682866,-0.14871410304315044
1.0,white,0.08333333333333334,0.44467640918580376,0.25709606986899564,0.0,1.0,0.0,0.0,0.38095238095238093,0.0,0.524390243902439,0.8709662434316838,-0.17770411042149145
1.0,white,0.11111111111111112,0.4389352818371607,0.32150655021834057,0.0,0.0,0.0,1.0,0.031746031746031744,0.0,0.25609756097560976,-0.570797365980408,-0.14679504974553548
1.0,white,0.02777777777777778,0.5537578288100208,0.4634279475982533,0.0,1.0,0.0,0.0,0.3492063492063492,0.07407407407407407,0.47560975609756095,0.851855265781533,-0.17828134444572258
1.0,black,0.02777777777777778,0.4540709812108559,0.5731441048034933,0.0,1.0,0.0,0.0,0.38095238095238093,0.2962962962962963,0.426829268292683,0.8470829048078131,-0.17875437104608766
1.0,black,0.02777777777777778,0.47599164926931103,0.4224890829694323,0.0,1.0,0.0,0.0,0.4285714285714286,0.0,0.5609756097560976,0.8676101535953968,-0.18979083872150163
1.0,black,0.05555555555555556,0.45772442588726514,0.47762008733624445,0.0,1.0,0.0,0.0,0.9047619047619047,0.037037037037037035,0.9146341463414634,0.9141273448565381,-0.2573428227553822
1.0,black,0.05555555555555556,0.44154488517745294,0.46561135371179035,0.0,1.0,0.0,0.0,0.4920634920634921,0.1111111111111111,0.5731707317073171,0.869989067787805,-0.19606830503500924
1.0,black,0.05555555555555556,0.2609603340292276,0.46397379912663755,0.0,1.0,0.0,0.0,0.47619047619047616,0.25925925925925924,0.5121951219512195,0.87092968228089,-0.1883103768124879
1.0,white,0.05555555555555556,0.44467640918580376,0.25709606986899564,0.0,0.0,0.0,1.0,0.15873015873015872,0.07407407407407407,0.32926829268292684,-0.5575923264826198,-0.16308862300127355
1.0,white,0.05555555555555556,0.4410229645093945,0.3608078602620087,0.0,0.0,0.0,1.0,0.1746031746031746,0.07407407407407407,0.34146341463414637,-0.5602076175532715,-0.16760513085306544
1.0,white,0.05555555555555556,0.4337160751565762,0.48253275109170307,0.0,1.0,0.0,0.0,0.12698412698412698,0.18518518518518517,0.2682926829268293,0.8292084514799484,-0.14232312595696028
